,job_title,rating,industry,city,state,min_revenue,max_revenue,min_salary_estimate,max_salary_estimate,avg_salary_estimate,avg_revenue
1579,Master Data Management Analyst,3.9,Health Care Services & Hospitals,Palo Alto, CA,2000,5000,51000,93000,72000,3500.0
1580,Sr. HR Data Analyst,3.3,Biotech & Pharmaceuticals,Sunnyvale, CA,500,1000,51000,93000,72000,750.0
1581,Lead Data Analyst,3.9,Consulting,Milpitas, CA,1,5,51000,93000,72000,3.0
1582,Data Analyst - Bilingual English and Norwegian,3.3,Consulting,Palo Alto, CA,500,1000,51000,93000,72000,750.0
1584,Data and User Acceptance Test Analyst,3.4,Staffing & Outsourcing,Cupertino, CA,5000,10000,58000,93000,75500,7500.0
1585,Sr Consulting Data Analyst,4.0,Health Care Services & Hospitals,Union City, CA,10000,10000,58000,93000,75500,10000.0
1587,Sr. Data Analyst,3.7,Enterprise Software & Network Solutions,Milpitas, CA,50,100,58000,93000,75500,75.0
1589,"Sr. BI Business Analyst/Data Visualization Expert Initial Remote position at San Jose, CA for an year long proect.",3.5,IT Services,San Jose, CA,10,25,58000,93000,75500,17.5
1591,Sr Data Analyst,3.7,Insurance Agencies & Brokerages,Santa Clara, CA,100,500,58000,93000,75500,300.0
1592,Bioinformatics Data Analyst,2.2,Biotech & Pharmaceuticals,Palo Alto, CA,1,5,58000,93000,75500,3.0
1593,Lead Data Analyst,3.7,Enterprise Software & Network Solutions,Milpitas, CA,50,100,58000,93000,75500,75.0
1597,RM - Data Maintenance Analyst,3.7,Staffing & Outsourcing,Mountain View, CA,50,100,58000,93000,75500,75.0
1598,Data Analyst with Teradata Exp,4.0,Computer Hardware & Software,Sunnyvale, CA,5,10,58000,93000,75500,7.5
1601,Data Analyst Junior,5.0,IT Services,San Jose, CA,50,100,58000,93000,75500,75.0
1602,"Sr. Analyst, Data Governance",4.5,Computer Hardware & Software,Sunnyvale, CA,2000,5000,58000,93000,75500,3500.0
1603,Data Analyst - MPK,3.9,IT Services,Menlo Park, CA,25,50,58000,93000,75500,37.5
1604,"Senior Market Research Analyst, Data Insights",4.1,Computer Hardware & Software,Santa Clara, CA,10000,10000,58000,93000,75500,10000.0
1605,Data Analyst - Bilingual English and Danish,3.3,Consulting,Palo Alto, CA,500,1000,58000,93000,75500,750.0
1606,Lead Data Analyst,4.0,IT Services,Milpitas, CA,10,25,58000,93000,75500,17.5
1607,Jr. Software Data/Operations Analyst Opportunity MTV,3.5,Consulting,Mountain View, CA,25,50,58000,93000,75500,37.5
1608,"Senior Global Data Analyst, People Operations",4.4,Internet,Mountain View, CA,10000,10000,58000,93000,75500,10000.0
1610,Data Analyst III,3.6,Staffing & Outsourcing,Redwood City, CA,100,500,58000,93000,75500,300.0
1611,German Speaking Data Analyst J,4.8,Consulting,Cupertino, CA,1,1,58000,93000,75500,1.0
1613,Advance Data Analyst - HSV Materials Customer Support,4.1,Computer Hardware & Software,San Jose, CA,1000,2000,58000,93000,75500,1500.0
1614,Data Analyst QA,4.0,Accounting,Pleasanton, CA,1,1,58000,93000,75500,1.0
1615,Signal Processing Engineer/Data Analyst,3.8,Biotech & Pharmaceuticals,Redwood City, CA,1,1,63000,116000,89500,1.0
1616,Data Analyst - Bilingual English and Indonesian,3.3,Consulting,Palo Alto, CA,500,1000,63000,116000,89500,750.0
1617,Senior Data Analyst/Data Warehouse Consultant,3.9,IT Services,San Jose, CA,1,5,63000,116000,89500,3.0
1619,Strategic Sourcing Data Analyst,3.8,Staffing & Outsourcing,Menlo Park, CA,2000,5000,63000,116000,89500,3500.0
1620,Sr QC Analyst (Data Reviewer),3.7,Biotech & Pharmaceuticals,Mountain View, CA,5,10,63000,116000,89500,7.5
1621,Data Analyst III,3.2,"Health, Beauty, & Fitness",Fremont, CA,5,10,63000,116000,89500,7.5
1622,Senior Data Analyst/Data Warehouse Consultant,3.9,Consulting,San Jose, CA,50,100,63000,116000,89500,75.0
1623,Data Analyst - Bilingual English and Finnish,3.3,Consulting,Palo Alto, CA,500,1000,63000,116000,89500,750.0
1624,Lead Data Analyst (Enterprise Product Master Data Steward),3.9,Consulting,Santa Clara, CA,1,5,63000,116000,89500,3.0
1625,BI Business/Data Analyst Lead with hands on SQL,2.9,Staffing & Outsourcing,Mountain View, CA,50,100,63000,116000,89500,75.0
1629,Senior Risk Data Analyst,3.6,Financial Transaction Processing,Palo Alto, CA,50,100,63000,116000,89500,75.0
1630,SAP Sr Master Data Functional Analyst,3.9,IT Services,Santa Clara, CA,100,500,63000,116000,89500,300.0
1631,CCPA Data Analyst,4.0,Accounting,Pleasanton, CA,1,1,63000,116000,89500,1.0
1632,Senior Quantitative Data Analyst,4.1,Computer Hardware & Software,Santa Clara, CA,10000,10000,63000,116000,89500,10000.0
1633,"SAP MDG Business Analyst , Master Data Management",3.7,Advertising & Marketing,Palo Alto, CA,1,5,63000,116000,89500,3.0
1634,Data Analyst-IT II,4.1,Computer Hardware & Software,Redwood City, CA,25,50,63000,116000,89500,37.5
1635,Reconciliation Data Operations Analyst,3.5,Internet,Austin, TX,10000,10000,42000,76000,59000,10000.0
1637,Business Data Analyst,4.6,Advertising & Marketing,Austin, TX,25,50,42000,76000,59000,37.5
1638,Data Quality Analyst,2.6,Computer Hardware & Software,Austin, TX,25,50,42000,76000,59000,37.5
1645,Data Analyst,4.1,Video Games,Austin, TX,500,1000,42000,76000,59000,750.0
1647,EDI Data Analyst,4.7,Investment Banking & Asset Management,Austin, TX,10,25,42000,76000,59000,17.5
1648,Data Analyst,3.6,Health Care Services & Hospitals,Austin, TX,5,10,42000,76000,59000,7.5
1651,Data Analyst,4.0,IT Services,Austin, TX,50,100,42000,76000,59000,75.0
1652,Junior Data Analyst,3.4,Advertising & Marketing,Austin, TX,1000,2000,42000,76000,59000,1500.0
1653,"Data Reporting Analyst, BI",4.6,Advertising & Marketing,Austin, TX,25,50,42000,76000,59000,37.5
1654,Data Analyst,4.3,Computer Hardware & Software,Austin, TX,25,50,42000,76000,59000,37.5
1656,Junior Data Analyst,5.0,IT Services,Austin, TX,50,100,42000,76000,59000,75.0
1657,Data Strategy Analyst,3.2,Enterprise Software & Network Solutions,Austin, TX,10,25,42000,76000,59000,17.5
1659,Data Analyst,5.0,IT Services,Austin, TX,50,100,42000,76000,59000,75.0
1660,Business Intelligence Analyst / Data Analyst,4.0,Health Care Services & Hospitals,Austin, TX,1,1,42000,76000,59000,1.0
1661,Data Analyst,3.5,Staffing & Outsourcing,Austin, TX,2000,5000,42000,76000,59000,3500.0
1662,"Data Analyst, Law Enforcement Response Team",4.5,Internet,Austin, TX,5000,10000,53000,104000,78500,7500.0
1668,Data Migration Analyst,3.2,Investment Banking & Asset Management,Austin, TX,100,500,53000,104000,78500,300.0
1672,TSDS Data QA Analyst (Data Analyst IV),2.8,State & Regional Agencies,Austin, TX,100,500,53000,104000,78500,300.0
1675,Senior Cloud Data Analyst,4.6,Computer Hardware & Software,Austin, TX,5000,10000,53000,104000,78500,7500.0
1678,Data Analyst II,3.3,Insurance Carriers,Austin, TX,10000,10000,53000,104000,78500,10000.0
1682,Senior Data Analyst,3.7,Enterprise Software & Network Solutions,Austin, TX,100,500,53000,104000,78500,300.0
1683,Senior Claims Data Analyst,2.6,Computer Hardware & Software,Austin, TX,25,50,53000,104000,78500,37.5
1684,Associate SalesForce.com Data Steward & Analyst,3.3,Computer Hardware & Software,Austin, TX,2000,5000,53000,104000,78500,3500.0
1685,Lead Data Analyst,3.8,Internet,Austin, TX,1,1,53000,104000,78500,1.0
1688,Managed Care Data Analyst,2.7,Health Care Services & Hospitals,Austin, TX,2000,5000,35000,42000,38500,3500.0
1689,Technical Data Analyst,3.3,Health Care Services & Hospitals,Austin, TX,100,500,35000,42000,38500,300.0
1691,Junior Data Warehouse Analyst,3.5,IT Services,Austin, TX,50,100,35000,42000,38500,75.0
1692,Data Warehouse Analyst,3.5,Banks & Credit Unions,Austin, TX,50,100,35000,42000,38500,75.0
1693,Data Analyst - Public Sector,3.8,Accounting,Austin, TX,10,25,35000,42000,38500,17.5
1694,"Data Analyst, Lead with Security Clearance",3.8,Consulting,Austin, TX,5000,10000,35000,42000,38500,7500.0
1695,System/Data Analyst,3.7,IT Services,Austin, TX,25,50,35000,42000,38500,37.5
1697,Data Warehouse Analyst,3.9,Consulting,Austin, TX,50,100,35000,42000,38500,75.0
1698,Data Analyst III,3.1,IT Services,Austin, TX,10,25,35000,42000,38500,17.5
1699,Data Analyst III,3.7,Insurance Carriers,Austin, TX,10000,10000,35000,42000,38500,10000.0
1700,Senior Strategy Data Analyst,3.6,Health Care Services & Hospitals,Austin, TX,5,10,35000,42000,38500,7.5
1703,Clinical Data Management - Technical Analyst,3.3,Health Care Services & Hospitals,Austin, TX,100,500,35000,42000,38500,300.0
1704,Splunk Data Analyst,4.1,IT Services,Austin, TX,5,10,35000,42000,38500,7.5
1706,Data Analyst Junior,5.0,IT Services,Austin, TX,50,100,35000,42000,38500,75.0
1709,Leading Data-Driven Change -- Data Industry Analyst,3.5,Membership Organizations,Austin, TX,5,10,35000,42000,38500,7.5
1710,SQL Data and Integration Analyst,4.1,Advertising & Marketing,Round Rock, TX,1,1,35000,42000,38500,1.0
1711,Industry Analyst -- Data Science and Strategy,3.5,Membership Organizations,Austin, TX,5,10,35000,42000,38500,7.5
1715,Data Analyst III,3.3,Insurance Carriers,Austin, TX,10000,10000,35000,42000,38500,10000.0
1716,Senior Data Analyst / Senior BI and Insights Analyst,4.4,IT Services,Round Rock, TX,1,1,35000,42000,38500,1.0
1717,"Associate, Strategy and Operations (Data Analyst IV)",2.8,State & Regional Agencies,Austin, TX,100,500,35000,42000,38500,300.0
1719,Data Lineage Analyst,3.5,Staffing & Outsourcing,Round Rock, TX,100,500,43000,77000,60000,300.0
1721,Data Analyst,3.0,Staffing & Outsourcing,Jacksonville, FL,100,500,40000,72000,56000,300.0
1722,Data Reporting Analyst,3.5,Staffing & Outsourcing,Jacksonville, FL,2000,5000,40000,72000,56000,3500.0
1723,USGAAP Financial and Reference Data Control Analyst Analyst,3.5,Investment Banking & Asset Management,Jacksonville, FL,10000,10000,40000,72000,56000,10000.0
1724,Business/Data Analyst,3.7,Staffing & Outsourcing,Jacksonville, FL,50,100,40000,72000,56000,75.0
1725,Junior Data Analyst,5.0,IT Services,Jacksonville, FL,50,100,40000,72000,56000,75.0
1728,"Assistant Vice President, Anti Financial Crime Data Quality Analyst - {KP4457495}",3.5,Investment Banking & Asset Management,Jacksonville, FL,10000,10000,40000,72000,56000,10000.0
1729,Senior Data Analyst,3.9,Advertising & Marketing,Jacksonville, FL,1,1,40000,72000,56000,1.0
1730,Data Analyst,5.0,IT Services,Jacksonville, FL,50,100,40000,72000,56000,75.0
1731,"Assistant Vice President, Anti Financial Crime Data Quality Analyst",3.5,Investment Banking & Asset Management,Jacksonville, FL,10000,10000,40000,72000,56000,10000.0
1732,Data Analyst Junior,5.0,IT Services,Jacksonville, FL,50,100,40000,72000,56000,75.0
1735,Sr. Data Analyst - Guidewire Data Hub,2.9,Insurance Carriers,Jacksonville, FL,2000,5000,40000,72000,56000,3500.0
1738,System Analyst (Data) - PL/SQl Server,3.9,IT Services,Jacksonville, FL,100,500,40000,72000,56000,300.0
1740,"Data Analyst, Military Forecasting",3.3,Aerospace & Defense,Fort Worth, TX,10000,10000,50000,86000,68000,10000.0
1742,Medical Data Analyst,3.8,Staffing & Outsourcing,Fort Worth, TX,50,100,50000,86000,68000,75.0
1744,"Data Analyst, Military Forecasting",3.9,Aerospace & Defense,Fort Worth, TX,2000,5000,50000,86000,68000,3500.0
1745,Data Reporting Analyst,3.1,IT Services,Fort Worth, TX,1,5,50000,86000,68000,3.0
1746,Data Analyst,4.4,IT Services,Irving, TX,100,500,50000,86000,68000,300.0
1748,Systems Engineer - Data Analyst (Level 3),3.8,Aerospace & Defense,Fort Worth, TX,10000,10000,50000,86000,68000,10000.0
1749,Sr Data Analyst,2.9,Lending,Fort Worth, TX,5000,10000,50000,86000,68000,7500.0
1751,Data/Financial Analyst,1.7,Transportation Management,Fort Worth, TX,25,50,35000,67000,51000,37.5
1752,Data Analyst - Intelligent Automation,4.2,IT Services,Fort Worth, TX,25,50,35000,67000,51000,37.5
1753,(Risk Data Analyst),4.8,IT Services,Fort Worth, TX,50,100,35000,67000,51000,75.0
1757,(Data Risk Analyst: Data Modeler),4.8,IT Services,Fort Worth, TX,50,100,35000,67000,51000,75.0
1758,+ Global Process Data Analyst,4.7,Computer Hardware & Software,Fort Worth, TX,1,1,57000,70000,63500,1.0
1759,BI Data Analyst / Specialist,3.6,IT Services,Westlake, TX,25,50,57000,70000,63500,37.5
1760,Data Analyst,4.2,Staffing & Outsourcing,Columbus, OH,100,500,28000,52000,40000,300.0
1762,Data Analyst-Quality Improvement Services,3.7,Health Care Services & Hospitals,Columbus, OH,1000,2000,28000,52000,40000,1500.0
1763,Data Analyst,2.9,Banks & Credit Unions,Columbus, OH,500,1000,28000,52000,40000,750.0
1764,Fraud Data Analyst,3.5,"Department, Clothing, & Shoe Stores",Columbus, OH,2000,5000,28000,52000,40000,3500.0
1765,Software Engineer - Data Analyst,3.9,Investment Banking & Asset Management,Columbus, OH,10000,10000,28000,52000,40000,10000.0
1768,Business Analyst / Data Scientist Manager,3.6,Health Care Services & Hospitals,Columbus, OH,10000,10000,28000,52000,40000,10000.0
1769,Junior Data Analyst,5.0,IT Services,Columbus, OH,50,100,28000,52000,40000,75.0
1770,Program Data Analyst,2.3,Lending,Columbus, OH,5,10,28000,52000,40000,7.5
1772,Planning Analyst - Data Resource Center,3.7,Health Care Services & Hospitals,Columbus, OH,1000,2000,28000,52000,40000,1500.0
1773,Data Analyst,2.8,Accounting,Columbus, OH,1,1,28000,52000,40000,1.0
1774,Data Analyst,5.0,IT Services,Columbus, OH,50,100,28000,52000,40000,75.0
1776,Data Analyst,4.5,Staffing & Outsourcing,Columbus, OH,500,1000,28000,52000,40000,750.0
1779,Data Validation Analyst,5.0,IT Services,Dublin, OH,50,100,28000,52000,40000,75.0
1781,"JPSC-7975 - Data Analyst Lead- Columbus, OH (LOCAL CANDIDATES ONLY)",4.5,IT Services,Columbus, OH,50,100,28000,52000,40000,75.0
1782,Data Statistics Analyst PFK - Care Coordination,3.7,Health Care Services & Hospitals,Columbus, OH,1000,2000,28000,52000,40000,1500.0
1783,Data Analyst Junior,5.0,IT Services,Columbus, OH,50,100,28000,52000,40000,75.0
1785,Information Security and Data Protection Analyst,4.0,IT Services,Columbus, OH,50,100,28000,52000,40000,75.0
1786,Technical Data Analyst,4.5,IT Services,Dublin, OH,1,5,28000,52000,40000,3.0
1787,"Data Scientist/Programmer, Sr. Analyst - Abbott Nutrition - Columbus, OH",3.6,Health Care Services & Hospitals,Columbus, OH,10000,10000,28000,52000,40000,10000.0
1792,Data Statistics Analyst PFK Care Coordination,3.7,Health Care Services & Hospitals,Columbus, OH,1000,2000,46000,86000,66000,1500.0
1793,Software Engineer - Senior Data Analyst,3.9,Investment Banking & Asset Management,Columbus, OH,10000,10000,46000,86000,66000,10000.0
1794,Sr Data Analyst,4.5,Staffing & Outsourcing,Westerville, OH,50,100,46000,86000,66000,75.0
1795,Analytic Consultant 4 - Data Analyst,3.6,Banks & Credit Unions,Charlotte, NC,10000,10000,50000,86000,68000,10000.0
1798,Federal - Data Analyst,3.9,Consulting,Charlotte, NC,10000,10000,50000,86000,68000,10000.0
1799,Data Analyst,3.8,Computer Hardware & Software,Charlotte, NC,10000,10000,50000,86000,68000,10000.0
1801,Data Analyst I (Strong Salesforce.com),3.4,Enterprise Software & Network Solutions,Charlotte, NC,10,25,50000,86000,68000,17.5
1802,Data Analyst I,4.1,Staffing & Outsourcing,Charlotte, NC,1000,2000,50000,86000,68000,1500.0
1803,Data Analyst,4.1,IT Services,Charlotte, NC,500,1000,50000,86000,68000,750.0
1804,Data Analyst,3.9,Staffing & Outsourcing,Charlotte, NC,2000,5000,50000,86000,68000,3500.0
1805,Data Analyst,3.9,Staffing & Outsourcing,Charlotte, NC,500,1000,50000,86000,68000,750.0
1807,Data Analyst,3.4,IT Services,Charlotte, NC,50,100,50000,86000,68000,75.0
1809,Data Analyst,3.8,Staffing & Outsourcing,Charlotte, NC,100,500,50000,86000,68000,300.0
1810,Data Science Analyst,3.6,Staffing & Outsourcing,Charlotte, NC,100,500,50000,86000,68000,300.0
1811,Data Analyst,4.1,Enterprise Software & Network Solutions,Charlotte, NC,25,50,50000,86000,68000,37.5
1812,Data Analyst,3.7,IT Services,Charlotte, NC,10000,10000,50000,86000,68000,10000.0
1813,Business Data Analyst,3.5,Staffing & Outsourcing,Charlotte, NC,2000,5000,50000,86000,68000,3500.0
1814,Data Analyst,4.1,Staffing & Outsourcing,Charlotte, NC,1000,2000,50000,86000,68000,1500.0
1815,Data Business Analyst,3.9,Staffing & Outsourcing,Charlotte, NC,2000,5000,50000,86000,68000,3500.0
1816,Junior Data Analyst,5.0,IT Services,Charlotte, NC,50,100,50000,86000,68000,75.0
1817,Data Analyst,4.6,Consulting,Charlotte, NC,5,10,50000,86000,68000,7.5
1818,Data Analyst,3.2,Accounting,Charlotte, NC,1,5,50000,86000,68000,3.0
1819,Data Management Analyst,3.9,Staffing & Outsourcing,Charlotte, NC,2000,5000,50000,86000,68000,3500.0
1821,Data analyst,4.7,Logistics & Supply Chain,Charlotte, NC,10,25,50000,86000,68000,17.5
1822,Data Analyst,3.9,IT Services,Charlotte, NC,100,500,50000,86000,68000,300.0
1824,Data Engineer/Analyst,3.3,Consulting,Charlotte, NC,500,1000,50000,86000,68000,750.0
1826,Quality Data Analyst,3.6,Health Care Services & Hospitals,Charlotte, NC,100,500,54000,75000,64500,300.0
1827,Data Visualization Analyst,2.8,Logistics & Supply Chain,Huntersville, NC,5000,10000,54000,75000,64500,7500.0
1828,Senior Data Analyst,3.4,IT Services,Charlotte, NC,10000,10000,54000,75000,64500,10000.0
1829,HR Data Analyst,3.8,Staffing & Outsourcing,Charlotte, NC,2000,5000,54000,75000,64500,3500.0
1830,Data Analyst/Business Analyst,3.6,Staffing & Outsourcing,Charlotte, NC,100,500,54000,75000,64500,300.0
1831,Data Analyst,3.7,Staffing & Outsourcing,Charlotte, NC,50,100,54000,75000,64500,75.0
1833,BI Data Analyst,2.9,Staffing & Outsourcing,Fort Mill, SC,500,1000,54000,75000,64500,750.0
1834,Data Analyst,4.1,Consulting,Charlotte, NC,500,1000,54000,75000,64500,750.0
1839,Data Analyst (Real Time Data Consultant Needed),4.6,Consulting,Charlotte, NC,5,10,54000,75000,64500,7.5
1840,Data Visualization Analyst,5.0,Computer Hardware & Software,Huntersville, NC,5,10,54000,75000,64500,7.5
1841,57072 - Market data Analyst - 100 % remote,3.5,IT Services,Charlotte, NC,50,100,54000,75000,64500,75.0
1842,Application Programmer V/ Database Developer/ Data Analyst,4.3,IT Services,Charlotte, NC,50,100,54000,75000,64500,75.0
1843,Data Analyst,5.0,IT Services,Charlotte, NC,50,100,54000,75000,64500,75.0
1845,Data Standardization Analyst(s),3.2,Stock Exchanges,Charlotte, NC,50,100,54000,75000,64500,75.0
1846,DATA MGMT ANALYST,4.1,Staffing & Outsourcing,Charlotte, NC,1000,2000,54000,75000,64500,1500.0
1847,"Data Quality Analyst, Financial Services",3.4,IT Services,Charlotte, NC,10000,10000,54000,75000,64500,10000.0
1849,Data Governance Analyst,3.9,Staffing & Outsourcing,Charlotte, NC,2000,5000,54000,75000,64500,3500.0
1850,Data Integration Analyst,2.9,Health Care Services & Hospitals,Charlotte, NC,50,100,54000,75000,64500,75.0
1851,Data Analyst with Banking Domain,4.0,IT Services,Charlotte, NC,50,100,54000,75000,64500,75.0
1853,Data Analyst - Metadata Analyst,4.1,IT Services,Fort Mill, SC,500,1000,53000,99000,76000,750.0
1854,Business Data Analyst,5.0,Computer Hardware & Software,Huntersville, NC,5,10,53000,99000,76000,7.5
1856,Senior Business Analyst / Data Analyst,4.1,Staffing & Outsourcing,Charlotte, NC,1000,2000,53000,99000,76000,1500.0
1857,Data Visualization Analyst - N.,3.3,Consulting,Charlotte, NC,500,1000,53000,99000,76000,750.0
1858,Application Programmer V/ Senior Data Analyst,4.3,IT Services,Charlotte, NC,50,100,53000,99000,76000,75.0
1859,Trust Application Data Analyst,2.3,Computer Hardware & Software,Charlotte, NC,5,10,53000,99000,76000,7.5
1862,Item Data Maintenance Analyst,3.3,Home Centers & Hardware Stores,Mooresville, NC,10000,10000,53000,99000,76000,10000.0
1864,Technical Data Analyst,2.8,Logistics & Supply Chain,Huntersville, NC,5000,10000,53000,99000,76000,7500.0
1866,Data Analyst Junior,5.0,IT Services,Charlotte, NC,50,100,53000,99000,76000,75.0
1867,Senior Data Analyst,1.8,Automotive Parts & Accessories Stores,Charlotte, NC,2000,5000,53000,99000,76000,3500.0
1868,Business + Data Analyst,4.4,IT Services,Charlotte, NC,10,25,53000,99000,76000,17.5
1871,"Analyst, Product Content Data Quality",3.3,Home Centers & Hardware Stores,Mooresville, NC,10000,10000,53000,99000,76000,10000.0
1872,"QA Analyst Big Data/ETL - Charlotte, NC (W2 ONLY)",4.1,Staffing & Outsourcing,Charlotte, NC,1,5,53000,99000,76000,3.0
1875,Reporting /Data Analyst,3.8,IT Services,Charlotte, NC,25,50,53000,99000,76000,37.5
1876,Application Architect V/ Data Analyst,4.3,IT Services,Charlotte, NC,50,100,53000,99000,76000,75.0
1877,Sr. Data Technology Analyst,3.7,Banks & Credit Unions,Charlotte, NC,10000,10000,53000,99000,76000,10000.0
1878,"Data Optimization Analyst (Position In Hickory, NC)",3.7,Logistics & Supply Chain,Charlotte, NC,500,1000,53000,99000,76000,750.0
1879,Technology Control Analyst - AVP (Chief Data Office),3.1,Banks & Credit Unions,Charlotte, NC,10000,10000,40000,74000,57000,10000.0
1880,DIGITAL DATA/INSIGHTS ANALYST,3.0,Advertising & Marketing,Mooresville, NC,1,5,40000,74000,57000,3.0
1882,Data Mgmt Analyst w/Traded Products,3.6,Staffing & Outsourcing,Charlotte, NC,100,500,40000,74000,57000,300.0
1884,Data Analyst with Security Clearance,3.6,IT Services,Charlotte, NC,100,500,40000,74000,57000,300.0
1885,"Data Analyst, Data Activation",3.3,Home Centers & Hardware Stores,Mooresville, NC,10000,10000,40000,74000,57000,10000.0
1886,QA Analyst with MongoDB / Big Data,3.8,IT Services,Charlotte, NC,25,50,40000,74000,57000,37.5
1887,"Sr. Analyst, Product Content Data Quality",3.3,Home Centers & Hardware Stores,Mooresville, NC,10000,10000,40000,74000,57000,10000.0
1888,Data Visualization Analyst,4.0,Computer Hardware & Software,San Francisco, CA,2000,5000,57000,104000,80500,3500.0
1889,Digital Marketing & ECommerce Data Analyst,3.6,"Department, Clothing, & Shoe Stores",San Rafael, CA,100,500,57000,104000,80500,300.0
1891,Data Analyst,3.0,Video Games,San Mateo, CA,10000,10000,57000,104000,80500,10000.0
1892,Senior Data Analyst,4.0,Computer Hardware & Software,San Francisco, CA,2000,5000,57000,104000,80500,3500.0
1894,Data Analyst,3.8,Education Training Services,San Mateo, CA,5,10,57000,104000,80500,7.5
1896,Sr. Data Analyst (Marketing Department),3.5,Investment Banking & Asset Management,San Mateo, CA,500,1000,57000,104000,80500,750.0
1897,Immediate Need For Data Analyst,3.3,Staffing & Outsourcing,San Francisco, CA,1000,2000,57000,104000,80500,1500.0
1898,"Senior Analyst, Data & Analytics",4.1,Internet,San Francisco, CA,10,25,57000,104000,80500,17.5
1900,Mid-Level Data Analyst,4.8,Advertising & Marketing,San Francisco, CA,10,25,57000,104000,80500,17.5
1902,Healthcare Data Analyst,3.6,IT Services,San Francisco, CA,500,1000,57000,104000,80500,750.0
1905,Data Analyst,3.8,Staffing & Outsourcing,San Francisco, CA,100,500,57000,104000,80500,300.0
1910,User Acquisition Data Analyst,3.8,Staffing & Outsourcing,San Francisco, CA,100,500,57000,104000,80500,300.0
1913,Data Analyst,4.5,Enterprise Software & Network Solutions,San Francisco, CA,25,50,57000,104000,80500,37.5
1916,Data Analyst,4.1,Financial Transaction Processing,San Francisco, CA,1,5,99000,178000,138500,3.0
1920,Data Analyst,4.4,Health Care Services & Hospitals,San Francisco, CA,50,100,99000,178000,138500,75.0
1923,Data and Reporting Analyst,3.8,Real Estate,San Francisco, CA,50,100,99000,178000,138500,75.0
1924,Business Data Analyst,3.5,Health Care Services & Hospitals,San Francisco, CA,1,1,99000,178000,138500,1.0
1925,Research Data Analyst,4.1,Health Care Services & Hospitals,San Francisco, CA,50,100,99000,178000,138500,75.0
1926,Data Analyst,4.6,Electrical & Electronic Manufacturing,San Francisco, CA,5,10,99000,178000,138500,7.5
1929,Data Studio Analyst,5.0,Internet,San Francisco, CA,1,1,99000,178000,138500,1.0
1935,Data Analyst,3.9,Staffing & Outsourcing,San Francisco, CA,500,1000,99000,178000,138500,750.0
1936,Data Analyst,3.6,Staffing & Outsourcing,San Francisco, CA,100,500,99000,178000,138500,300.0
1937,Data Systems Analyst,4.1,Health Care Services & Hospitals,San Francisco, CA,50,100,99000,178000,138500,75.0
1941,Senior Data Analyst,4.0,Internet,San Francisco, CA,2000,5000,99000,178000,138500,3500.0
1943,Data Analyst - Health,3.4,Consulting,Oakland, CA,50,100,93000,159000,126000,75.0
1945,Data Analyst,3.9,IT Services,San Francisco, CA,100,500,93000,159000,126000,300.0
1946,"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",3.8,Accounting,San Francisco, CA,10000,10000,93000,159000,126000,10000.0
1947,Data Analyst,4.1,Consulting,San Francisco, CA,500,1000,93000,159000,126000,750.0
1949,Market Data Services Analyst,3.2,IT Services,San Francisco, CA,25,50,93000,159000,126000,37.5
1951,Loan Data Analyst,3.7,Banks & Credit Unions,San Francisco, CA,10000,10000,93000,159000,126000,10000.0
1952,Data and Policy Analyst IV,3.2,Federal Agencies,Burlingame, CA,10,25,93000,159000,126000,17.5
1953,DATA Analyst-Remote,3.7,Staffing & Outsourcing,San Francisco, CA,50,100,93000,159000,126000,75.0
1956,Data Analyst,3.2,Advertising & Marketing,San Mateo, CA,100,500,93000,159000,126000,300.0
1957,Data Analyst,5.0,IT Services,San Mateo, CA,1,5,93000,159000,126000,3.0
1960,Data Analyst,4.5,Health Care Services & Hospitals,Marin City, CA,1,5,93000,159000,126000,3.0
1962,Junior Data Analyst,5.0,IT Services,San Francisco, CA,50,100,93000,159000,126000,75.0
1963,Business Data Analyst,3.9,IT Services,San Francisco, CA,100,500,93000,159000,126000,300.0
1964,"Sr. Data Analyst, Twitter Service Tech",4.0,Internet,San Francisco, CA,2000,5000,93000,159000,126000,3500.0
1965,Data Analyst,4.6,Staffing & Outsourcing,Daly City, CA,100,500,93000,159000,126000,300.0
1966,Data Analyst,3.4,Biotech & Pharmaceuticals,South San Francisco, CA,10000,10000,93000,159000,126000,10000.0
1967,Data Analyst,3.2,Staffing & Outsourcing,San Francisco, CA,100,500,93000,159000,126000,300.0
1969,Web Data Analyst,4.0,IT Services,San Mateo, CA,5,10,82000,116000,99000,7.5
1972,Data Scientist Analyst,3.9,Enterprise Software & Network Solutions,Foster City, CA,10,25,82000,116000,99000,17.5
1973,Finance Data Analyst,3.0,Computer Hardware & Software,Foster City, CA,100,500,82000,116000,99000,300.0
1975,Data Quality Analyst,3.8,Computer Hardware & Software,Burlingame, CA,1,5,82000,116000,99000,3.0
1976,Data Analyst - San Francisco CA / VA - Fulltime,3.8,Consulting,San Francisco, CA,1,5,82000,116000,99000,3.0
1982,Data Analyst,3.2,"Health, Beauty, & Fitness",San Francisco, CA,5,10,82000,116000,99000,7.5
1983,Business Data Analyst,3.9,IT Services,San Francisco, CA,50,100,82000,116000,99000,75.0
1984,Product Compliance Data Analyst,4.0,Computer Hardware & Software,San Francisco, CA,1000,2000,82000,116000,99000,1500.0
